id,from,subject,body,expected_priority
843,sender243@example.com,Request for additional resources,Project scope has grown and we may need one additional developer. Can we discuss this in our next sync?,MEDIUM
844,sender244@example.com,Annual compliance training due,Annual compliance training is due by end of this month. Please complete it through the learning portal.,MEDIUM
845,sender245@example.com,Request to join the project,Heard about the new AI project and would love to contribute. Can we discuss how I might get involved?,MEDIUM
846,sender246@example.com,Travel approval for conference,Requesting travel approval to attend the annual tech conference next month. Details attached for review.,MEDIUM
847,sender247@example.com,Feedback requested on roadmap,Product roadmap for next quarter is ready for review. Would love your input before we finalize it.,MEDIUM
848,sender248@example.com,Reminder to update documentation,Several sections of our technical documentation are outdated. Can you update them before end of month?,MEDIUM
849,sender249@example.com,Can we schedule a call this week,Hi hope you are doing well. Wanted to connect and discuss potential collaboration. Free for 30 min call?,MEDIUM
850,sender250@example.com,Quick project status update,Can you give me a brief update on the project? Nothing urgent just want to stay informed.,MEDIUM
851,sender251@example.com,Feedback needed on the proposal,We have a draft proposal ready for your review. Let us know your thoughts when you get a chance.,MEDIUM
852,sender252@example.com,Timesheet reminder,Please submit your timesheet before end of Friday. Contact HR if you have any questions.,MEDIUM
853,sender253@example.com,Performance review next week,Your annual review is scheduled for Thursday at 2pm. Please prepare your self assessment.,MEDIUM
854,sender254@example.com,Vendor quotation for review,Please find attached our updated quotation for the services you requested. Let us know if changes needed.,MEDIUM
855,sender255@example.com,Draft designs ready for review,First draft of website designs are ready. Would love your feedback before we move to next phase.,MEDIUM
856,sender256@example.com,Documents needed for tax filing,To complete your tax filing we need Q3 bank statements and expense reports by next Wednesday.,MEDIUM
857,sender257@example.com,Reschedule our sync,Something came up. Can we move our Friday sync to Monday instead? Let me know what works.,MEDIUM
858,sender258@example.com,New team member joining Monday,New developer joining the team on Monday. Please make them feel welcome and help with onboarding.,MEDIUM
859,sender259@example.com,Conference room booking confirmed,Conference room B is booked for your team meeting on Wednesday from 2pm to 4pm.,MEDIUM
860,sender260@example.com,Sprint planning this Monday,Just a reminder that sprint planning is this Monday at 9am. Please review the backlog and come prepared.,MEDIUM
861,sender261@example.com,Software license renewal needed,Several software licenses expiring next month. Please confirm which tools your team still needs.,MEDIUM
862,sender262@example.com,Q3 targets review call,Would like to schedule call to review Q3 sales targets and discuss strategy. Are you free Thursday?,MEDIUM
863,sender263@example.com,Co-working space next week,A few of us planning to work from downtown co-working space next Tuesday. Would you like to join?,MEDIUM
864,sender264@example.com,Brand guidelines updated,Brand guidelines updated with new colors and font specifications. Please review before your next project.,MEDIUM
865,sender265@example.com,Interview scheduled for Thursday,Interview with the candidate confirmed for Thursday at 2pm. Interview brief has been shared with you.,MEDIUM
866,sender266@example.com,Book recommendation,Just finished an amazing book on system design. Thought you might enjoy it given your interest.,MEDIUM
867,sender267@example.com,Open enrollment reminder,Open enrollment for health benefits closes this Friday. Log into HR portal to review your selections.,MEDIUM
868,sender268@example.com,Thoughts on the new process,Wanted to get your feedback on the new workflow we introduced last week. What is working well?,MEDIUM
869,sender269@example.com,Milestone review tomorrow,Just a reminder we have the milestone review call tomorrow at 3pm. Please have progress update ready.,MEDIUM
870,sender270@example.com,Coffee chat this week,New to the team and trying to meet everyone. Would you be up for a quick virtual coffee chat?,MEDIUM
871,sender271@example.com,Parking policy update,Parking policy has been updated. All staff must register their vehicles by end of this month.,MEDIUM
872,sender272@example.com,Fire drill this Thursday,We will be conducting a fire drill this Thursday at 11am. Please ensure all team members are aware.,MEDIUM
873,sender273@example.com,Expense report reminder,Please submit expense reports for last month by this Wednesday. Late submissions delay reimbursement.,MEDIUM
874,sender274@example.com,Scheduled maintenance this weekend,Performing scheduled maintenance Sunday from 2am to 6am. Some services temporarily unavailable.,MEDIUM
875,sender275@example.com,Kickoff meeting next Monday,Project kickoff meeting scheduled for next Monday at 10am. Please come prepared with initial estimates.,MEDIUM
876,sender276@example.com,Updated org chart,Updated organizational chart reflecting recent team changes shared in company drive. Please review.,MEDIUM
877,sender277@example.com,Checking in on your goals,Just wanted to check in and see how you are progressing with your quarterly goals. Happy to chat.,MEDIUM
878,sender278@example.com,Birthday celebration for Sarah,Collecting for birthday gift for Sarah. If you would like to contribute please bring $10 by Thursday.,MEDIUM
879,sender279@example.com,Service plan renewal coming up,Your current service plan renews in 30 days. Would love to discuss your needs and explore options.,MEDIUM
880,sender280@example.com,New benefits package overview,Excited to share details about our updated benefits package. Please review and ask any questions.,MEDIUM
881,sender281@example.com,Question about deployment process,Bit confused about our current deployment workflow. Could you walk me through it when you have time?,MEDIUM
882,sender282@example.com,Feedback on last week presentation,Wanted to share some thoughts on your presentation last week. Overall great job with few areas to polish.,MEDIUM
883,sender283@example.com,Onboarding checklist for new hire,Please complete the onboarding checklist for new team member joining next week. Takes about an hour.,MEDIUM
